date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:45:39	3327/3327	---M--	200	added ('OK')	image/png	date:Sun,%2010%20Dec%202017%2018:41:00%20GMT	http://www.nutritionpersonalized.com/files/theme/button_large_blue.png?545838	D:/xampp/htdocs/nutrion_backup/Nutrion/www.nutritionpersonalized.com/files/theme/button_large_blue0523.png	(from http://www.nutritionpersonalized.com/files/main_style.css?1512931227)
19:45:40	2420/2420	---M--	200	added ('OK')	image/png	date:Sun,%2010%20Dec%202017%2018:41:04%20GMT	http://www.nutritionpersonalized.com/files/theme/button_large_highlight.png?545838	D:/xampp/htdocs/nutrion_backup/Nutrion/www.nutritionpersonalized.com/files/theme/button_large_highlight0523.png	(from http://www.nutritionpersonalized.com/files/main_style.css?1512931227)
19:45:41	2309/2309	---M--	200	added ('OK')	image/png	date:Sun,%2010%20Dec%202017%2018:41:02%20GMT	http://www.nutritionpersonalized.com/files/theme/button_highlight.png?545838	D:/xampp/htdocs/nutrion_backup/Nutrion/www.nutritionpersonalized.com/files/theme/button_highlight0523.png	(from http://www.nutritionpersonalized.com/files/main_style.css?1512931227)
19:45:43	1531/1531	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Jun%202018%2017:45:41%20GMT	http://www.nutritionpersonalized.com/AppleWebKit/	D:/xampp/htdocs/nutrion_backup/Nutrion/www.nutritionpersonalized.com/AppleWebKit/index.html	(from http://assets.www3.dragndropbuilder.com/js/site/main.js?buildTime=1432850887)
19:45:44	1531/1531	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Jun%202018%2017:45:43%20GMT	http://www.nutritionpersonalized.com/Mobile/	D:/xampp/htdocs/nutrion_backup/Nutrion/www.nutritionpersonalized.com/Mobile/index.html	(from http://assets.www3.dragndropbuilder.com/js/site/main.js?buildTime=1432850887)
19:45:51	40374/40374	---M--	200	added ('OK')	image/jpeg	date:Sun,%2010%20Dec%202017%2018:41:30%20GMT	http://nutritionpersonalized.com/uploads/3/6/5/3/3653129/8010079.jpg?308	D:/xampp/htdocs/nutrion_backup/Nutrion/nutritionpersonalized.com/uploads/3/6/5/3/3653129/8010079a8c8.jpg	(from http://www.nutritionpersonalized.com/about-me.html)
19:45:54	14267/14267	---M--	200	added ('OK')	image/jpeg	date:Sun,%2010%20Dec%202017%2018:41:27%20GMT	http://nutritionpersonalized.com/uploads/3/6/5/3/3653129/9277714.jpg?1452437224	D:/xampp/htdocs/nutrion_backup/Nutrion/nutritionpersonalized.com/uploads/3/6/5/3/3653129/9277714bcd7.jpg	(from http://www.nutritionpersonalized.com/publications.html)
19:45:58	183562/183562	---M--	200	added ('OK')	image/jpeg	date:Sun,%2010%20Dec%202017%2018:41:11%20GMT	http://www.nutritionpersonalized.com/files/theme/banner-landing.jpg?545838	D:/xampp/htdocs/nutrion_backup/Nutrion/www.nutritionpersonalized.com/files/theme/banner-landing0523.jpg	(from http://www.nutritionpersonalized.com/files/main_style.css?1512931227)
19:46:02	22315/22315	---M--	200	added ('OK')	image/jpeg	date:Sun,%2010%20Dec%202017%2018:41:26%20GMT	http://nutritionpersonalized.com/uploads/3/6/5/3/3653129/2856512.jpg	D:/xampp/htdocs/nutrion_backup/Nutrion/nutritionpersonalized.com/uploads/3/6/5/3/3653129/2856512.jpg	(from http://www.nutritionpersonalized.com/consultations.html)
19:46:03	199328/199328	---M--	200	added ('OK')	image/jpeg	date:Sun,%2010%20Dec%202017%2018:41:09%20GMT	http://www.nutritionpersonalized.com/files/theme/banner-short.jpg?545838	D:/xampp/htdocs/nutrion_backup/Nutrion/www.nutritionpersonalized.com/files/theme/banner-short0523.jpg	(from http://www.nutritionpersonalized.com/files/main_style.css?1512931227)
19:46:04	8634/8634	---M--	200	added ('OK')	text/css	etag:%224ed5ec5ea0680%22	http://www3.dragndropbuilder.com/editor/images/slideshow/slideshow.css?1432850887	D:/xampp/htdocs/nutrion_backup/Nutrion/www3.dragndropbuilder.com/editor/images/slideshow/slideshow8e4c.css	(from http://www.nutritionpersonalized.com/consultations.html)
19:46:06	46076/46076	---M--	200	added ('OK')	application/x-javascript	etag:%224ed5ec5f948c0%22	http://www3.dragndropbuilder.com/editor/libraries/slideshow-jq.js?buildTime=1432850887	D:/xampp/htdocs/nutrion_backup/Nutrion/www3.dragndropbuilder.com/editor/libraries/slideshow-jqc33f.js	(from http://www.nutritionpersonalized.com/consultations.html)
19:46:07	71098/71098	---M--	200	added ('OK')	image/jpeg	date:Sun,%2010%20Dec%202017%2018:41:41%20GMT	http://www.nutritionpersonalized.com/uploads/3/6/5/3/3653129/header_images/1452435163.jpg	D:/xampp/htdocs/nutrion_backup/Nutrion/www.nutritionpersonalized.com/uploads/3/6/5/3/3653129/header_images/1452435163.jpg	(from http://www.nutritionpersonalized.com/publications.html)
19:46:23	349582/349582	---M--	200	added ('OK')	image/jpeg	date:Sun,%2010%20Dec%202017%2018:41:08%20GMT	http://www.nutritionpersonalized.com/files/theme/banner-tall.jpg?545838	D:/xampp/htdocs/nutrion_backup/Nutrion/www.nutritionpersonalized.com/files/theme/banner-tall0523.jpg	(from http://www.nutritionpersonalized.com/files/main_style.css?1512931227)
19:46:24	4006/4006	---M--	200	added ('OK')	image/jpeg	etag:%224ed5ebdced480%22	http://www2.dragndropbuilder.com/images/404background.jpg	D:/xampp/htdocs/nutrion_backup/Nutrion/www2.dragndropbuilder.com/images/404background.jpg	(from http://www.nutritionpersonalized.com/files/theme/banner-splash-bg.png?545838)
19:46:24	4021/4021	---M--	200	added ('OK')	image/png	etag:%224ed5ebdced480%22	http://www2.dragndropbuilder.com/images/404_textbox.png	D:/xampp/htdocs/nutrion_backup/Nutrion/www2.dragndropbuilder.com/images/404_textbox.png	(from http://www.nutritionpersonalized.com/files/theme/banner-splash-bg.png?545838)
19:46:25	171591/171591	---M--	200	added ('OK')	image/jpeg	date:Sun,%2010%20Dec%202017%2018:41:42%20GMT	http://www.nutritionpersonalized.com/uploads/3/6/5/3/3653129/header_images/1453436396.jpg	D:/xampp/htdocs/nutrion_backup/Nutrion/www.nutritionpersonalized.com/uploads/3/6/5/3/3653129/header_images/1453436396.jpg	(from http://www.nutritionpersonalized.com/consultations.html)
19:46:25	187/187	---M--	200	added ('OK')	image/gif	etag:%224ed5ec5ea0680%22	http://www3.dragndropbuilder.com/editor/images/slideshow/control_icons.gif	D:/xampp/htdocs/nutrion_backup/Nutrion/www3.dragndropbuilder.com/editor/images/slideshow/control_icons.gif	(from http://www3.dragndropbuilder.com/editor/images/slideshow/slideshow.css?1432850887)
19:46:26	175426/175426	---M--	200	added ('OK')	image/jpeg	date:Sun,%2010%20Dec%202017%2018:41:42%20GMT	http://www.nutritionpersonalized.com/uploads/3/6/5/3/3653129/header_images/1453435001.jpg	D:/xampp/htdocs/nutrion_backup/Nutrion/www.nutritionpersonalized.com/uploads/3/6/5/3/3653129/header_images/1453435001.jpg	(from http://www.nutritionpersonalized.com/contact.html)
19:46:26	5023/5023	---M--	200	added ('OK')	image/png	etag:%224ed5ec5ea0680%22	http://www3.dragndropbuilder.com/editor/images/slideshow/header_slideshow_sprites.png	D:/xampp/htdocs/nutrion_backup/Nutrion/www3.dragndropbuilder.com/editor/images/slideshow/header_slideshow_sprites.png	(from http://www3.dragndropbuilder.com/editor/images/slideshow/slideshow.css?1432850887)
19:46:26	404/404	---M--	200	added ('OK')	image/gif	etag:%224ed5ec5ea0680%22	http://www3.dragndropbuilder.com/editor/images/slideshow/loading.gif	D:/xampp/htdocs/nutrion_backup/Nutrion/www3.dragndropbuilder.com/editor/images/slideshow/loading.gif	(from http://www3.dragndropbuilder.com/editor/images/slideshow/slideshow.css?1432850887)
19:46:27	5871/5871	---M--	200	added ('OK')	image/png	etag:%224ed5ec5ea0680%22	http://www3.dragndropbuilder.com/editor/images/slideshow/header_slideshow_sprites1x.png	D:/xampp/htdocs/nutrion_backup/Nutrion/www3.dragndropbuilder.com/editor/images/slideshow/header_slideshow_sprites1x.png	(from http://www3.dragndropbuilder.com/editor/images/slideshow/slideshow.css?1432850887)
19:46:27	1531/1531	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Jun%202018%2017:46:26%20GMT	http://www.nutritionpersonalized.com/weebly/images/	D:/xampp/htdocs/nutrion_backup/Nutrion/www.nutritionpersonalized.com/weebly/images/index.html	(from http://www3.dragndropbuilder.com/editor/libraries/slideshow-jq.js?buildTime=1432850887)
